spec_id,equipment_id,type_id,type_name,option_id,option_name,unit_id,unit_name,raw_specs,literal_value,literal_unit,literal_category,literal_type
03b78b45-a248-4e15-b94c-38377c005df9,11a00680-fb35-4e9f-aea1-43312d88b98b,4e28ed9e-db76-4cf8-bd59-f6d522bf46e5,Maximum Overcurrent Protection,,,,,"{"kind":"flat","type":"MOP","unit":null,"value":"45","category":"Electrical"}",45,,Electrical,MOP
6c452dc6-5441-494c-8c7b-5b4949e90797,11a00680-fb35-4e9f-aea1-43312d88b98b,,,,,a791359d-783e-49ff-9190-1b028e527495,Cubic Feet per Minute,"{"kind":"flat","type":"Min-Min","unit":"CFM","value":"1180","category":"Minimum Outside Airflow"}",1180,CFM,Minimum Outside Airflow,Min-Min
d2ecb542-9de2-4068-8f12-33901fa9c533,11a00680-fb35-4e9f-aea1-43312d88b98b,,,,,55d4740f-1ada-4220-9d87-55fb1d417e14,inches of water gauge,"{"kind":"flat","type":"TSP","unit":"in. WG","value":"4.50","category":"Supply Fan"}",4.50,in. WG,Supply Fan,TSP
5ad38c3f-20ac-4f67-9e07-29ebae1e7701,11a00680-fb35-4e9f-aea1-43312d88b98b,,,,,,,"{"kind":"flat","type":"HP","unit":null,"value":"7.5","category":"Motor"}",7.5,,Motor,HP
8558409c-f037-4f97-ae17-9fd52599dbbc,11a00680-fb35-4e9f-aea1-43312d88b98b,,,,,55d4740f-1ada-4220-9d87-55fb1d417e14,inches of water gauge,"{"kind":"flat","type":"TSP","unit":"in. WG","value":"2.23","category":"Exhaust Fan"}",2.23,in. WG,Exhaust Fan,TSP
a6c09e0c-92ec-43b6-9a5e-e5c1b59a4398,11a00680-fb35-4e9f-aea1-43312d88b98b,,,,,,,"{"kind":"flat","type":"Control Type","unit":null,"value":"VFC","category":"Motor"}",VFC,,Motor,Control Type
3d58b22f-d3d1-41ea-a77a-e66e19f81011,11a00680-fb35-4e9f-aea1-43312d88b98b,,,,,,,"{"kind":"flat","type":"HP","unit":null,"value":"3","category":"Motor"}",3,,Motor,HP
ce0ecb22-0afe-48d1-ae9f-5751699d522e,11a00680-fb35-4e9f-aea1-43312d88b98b,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"E.A.T.","unit":"°F","value":"91.0","category":"Supply Side"}",91.0,°F,Supply Side,E.A.T.
b9c2de86-26a7-4770-8fd4-63f722aaea35,11a00680-fb35-4e9f-aea1-43312d88b98b,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"L.A.T.","unit":"°F","value":"81.7","category":"Supply Side"}",81.7,°F,Supply Side,L.A.T.
98448aab-db7c-4ef3-8140-a456a25ae092,11a00680-fb35-4e9f-aea1-43312d88b98b,,,,,,,"{"kind":"flat","type":"A.P.D.","unit":"IN. WG.","value":"1.23","category":"Supply Side"}",1.23,IN. WG.,Supply Side,A.P.D.
aa953524-360f-4c3b-b392-0a8c1d37828d,11a00680-fb35-4e9f-aea1-43312d88b98b,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"E.A.T.","unit":"°F","value":"75.0","category":"Exhaust Side"}",75.0,°F,Exhaust Side,E.A.T.
22e2b405-1977-4d96-bfb3-1817f56ce88b,11a00680-fb35-4e9f-aea1-43312d88b98b,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"L.A.T.","unit":"°F","value":"86.7","category":"Exhaust Side"}",86.7,°F,Exhaust Side,L.A.T.
85ac29f2-4063-4932-9287-7b5064824785,11a00680-fb35-4e9f-aea1-43312d88b98b,,,,,,,"{"kind":"flat","type":"A.P.D.","unit":"IN. WG.","value":"1.23","category":"Exhaust Side"}",1.23,IN. WG.,Exhaust Side,A.P.D.
b131e9f7-f55e-4739-aa3e-946407c590a6,11a00680-fb35-4e9f-aea1-43312d88b98b,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"E.A.T.","unit":"°F","value":"-10.0","category":"Supply Side"}",-10.0,°F,Supply Side,E.A.T.
2525e3d7-54dd-4fa5-8fd3-6206c8aad19c,11a00680-fb35-4e9f-aea1-43312d88b98b,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"L.A.T.","unit":"°F","value":"34.0","category":"Supply Side"}",34.0,°F,Supply Side,L.A.T.
abf07ce0-4cb2-471a-b6ce-5c7952c3bcd5,11a00680-fb35-4e9f-aea1-43312d88b98b,,,,,,,"{"kind":"flat","type":"A.P.D.","unit":"IN. WG.","value":"1.23","category":"Supply Side"}",1.23,IN. WG.,Supply Side,A.P.D.
3f416f12-b6b8-440f-86f3-d22923595947,11a00680-fb35-4e9f-aea1-43312d88b98b,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"E.A.T.","unit":"°F","value":"70.0","category":"Exhaust Side"}",70.0,°F,Exhaust Side,E.A.T.
6eba503d-b26a-4712-9a49-5a40161da44e,11a00680-fb35-4e9f-aea1-43312d88b98b,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"L.A.T.","unit":"°F","value":"10.8","category":"Exhaust Side"}",10.8,°F,Exhaust Side,L.A.T.
3b174a78-a06e-4dc1-ad9f-4039f533fdbe,11a00680-fb35-4e9f-aea1-43312d88b98b,,,,,,,"{"kind":"flat","type":"A.P.D.","unit":"IN. WG.","value":"1.23","category":"Exhaust Side"}",1.23,IN. WG.,Exhaust Side,A.P.D.
d5292700-7f3c-4f84-ada8-f2f5d3150589,11a00680-fb35-4e9f-aea1-43312d88b98b,,,,,b50e82be-8884-60bd-1cd7-4378e71c41d6,Percent,"{"kind":"flat","type":"Efficiency","unit":"%","value":"71.7","category":"Heat Exchanger (Winter)"}",71.7,%,Heat Exchanger (Winter),Efficiency
68686a2a-dcaa-48d9-89d4-8054207815af,11a00680-fb35-4e9f-aea1-43312d88b98b,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"E.A.T.","unit":"°F","value":"78.6","category":"Cooling Coil - Direct Expansion"}",78.6,°F,Cooling Coil - Direct Expansion,E.A.T.
49f44b35-8d3a-4f91-ad4e-f85b107b0ead,11a00680-fb35-4e9f-aea1-43312d88b98b,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"L.A.T.","unit":"°F","value":"56.2","category":"Cooling Coil - Direct Expansion"}",56.2,°F,Cooling Coil - Direct Expansion,L.A.T.
0c7bd6e2-7c20-41ad-bbf2-29e9188f403e,11a00680-fb35-4e9f-aea1-43312d88b98b,,,,,,,"{"kind":"flat","type":"A.P.D.","unit":"IN. WG.","value":"1.23","category":"Cooling Coil - Direct Expansion"}",1.23,IN. WG.,Cooling Coil - Direct Expansion,A.P.D.
6e83564e-9647-4b11-b13c-326e381d0b23,11a00680-fb35-4e9f-aea1-43312d88b98b,,,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Total Capacity","unit":"MBH","value":"79.8","category":"Hot Gas Reheat Coil - Direct Expansion"}",79.8,MBH,Hot Gas Reheat Coil - Direct Expansion,Total Capacity
82199714-d68b-4ead-ae44-110e17f5c8c4,11a00680-fb35-4e9f-aea1-43312d88b98b,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"E.D.B.","unit":"°F","value":"56.2","category":"Hot Gas Reheat Coil - Direct Expansion"}",56.2,°F,Hot Gas Reheat Coil - Direct Expansion,E.D.B.
813ab100-01e0-4c7c-80ef-e44bc60befd7,11a00680-fb35-4e9f-aea1-43312d88b98b,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"L.D.B.","unit":"°F","value":"71.4","category":"Hot Gas Reheat Coil - Direct Expansion"}",71.4,°F,Hot Gas Reheat Coil - Direct Expansion,L.D.B.
51bafc72-c26a-4852-bf66-5e10cf9e59d1,11a00680-fb35-4e9f-aea1-43312d88b98b,,,,,,,"{"kind":"flat","type":"A.P.D.","unit":"IN. WG.","value":"1.23","category":"Hot Gas Reheat Coil - Direct Expansion"}",1.23,IN. WG.,Hot Gas Reheat Coil - Direct Expansion,A.P.D.
b11e82b3-ec25-4072-9cb2-2a745dcaca7c,11a00680-fb35-4e9f-aea1-43312d88b98b,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"Design Max Ambient Temp. at DX Cooling","unit":"°F","value":"95","category":"Integrated Air Cooled Condensing Unit"}",95,°F,Integrated Air Cooled Condensing Unit,Design Max Ambient Temp. at DX Cooling
d0375716-58f4-415e-98ff-a3eacbc7158a,11a00680-fb35-4e9f-aea1-43312d88b98b,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"Design Min Ambient Temp. at DX Cooling","unit":"°F","value":"45","category":"Integrated Air Cooled Condensing Unit"}",45,°F,Integrated Air Cooled Condensing Unit,Design Min Ambient Temp. at DX Cooling
1e546f28-878a-4fa6-8503-83fbbf22b15c,11a00680-fb35-4e9f-aea1-43312d88b98b,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"E.A.T.","unit":"°F","value":"50.7","category":"Air Temp"}",50.7,°F,Air Temp,E.A.T.
ae376b28-ac9e-4646-ae7a-f3b485bc1250,11a00680-fb35-4e9f-aea1-43312d88b98b,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"L.A.T.","unit":"°F","value":"80.4","category":"Air Temp"}",80.4,°F,Air Temp,L.A.T.
d35dde5c-a180-4bcc-8aff-215af121a48d,11a00680-fb35-4e9f-aea1-43312d88b98b,,,,,55d4740f-1ada-4220-9d87-55fb1d417e14,inches of water gauge,"{"kind":"flat","type":"SP Total","unit":"in. WG","value":"0.60","category":"Outside Air Filters"}",0.60,in. WG,Outside Air Filters,SP Total
1724d437-0ae1-4bdd-b37b-e34f6c23d2a9,11a00680-fb35-4e9f-aea1-43312d88b98b,,,,,,,"{"kind":"flat","type":"Standard","unit":null,"value":"NO","category":"Curb"}",NO,,Curb,Standard
3b12c4a2-4a34-4c4b-82ca-a9f6f7c6ddc2,11a00680-fb35-4e9f-aea1-43312d88b98b,,,,,,,"{"kind":"flat","type":"Vibration Isolation Spring Curb","unit":null,"value":"YES","category":"Curb"}",YES,,Curb,Vibration Isolation Spring Curb
dbf23734-f372-4b4c-a203-72b690af333b,11a00680-fb35-4e9f-aea1-43312d88b98b,,,,,,,"{"kind":"flat","type":"SA/RA Config.","unit":null,"value":"BOTTOM","category":"Curb"}",BOTTOM,,Curb,SA/RA Config.
c3afd012-950d-4883-bd7c-8d590701e11c,11a00680-fb35-4e9f-aea1-43312d88b98b,,,,,,,"{"kind":"flat","type":"EA/OA Config.","unit":null,"value":"BOTTOM","category":"Curb"}",BOTTOM,,Curb,EA/OA Config.
14c800af-f423-4f50-a5b8-fc684fad93a6,11a00680-fb35-4e9f-aea1-43312d88b98b,,,,,b587274f-851a-4db2-a430-02c0c13ca0b2,kiloampere,"{"kind":"flat","type":"SCCR","unit":"KA","value":"5","category":"Electrical"}",5,KA,Electrical,SCCR
e3091741-b282-49a6-99b6-2b109902e15e,11a00680-fb35-4e9f-aea1-43312d88b98b,,,,,,,"{"kind":"flat","type":"Options/Accessories","unit":null,"value":"B","category":null}",B,,,Options/Accessories
23abcae3-b7f4-4735-bb17-2de632cf9bc8,11a00680-fb35-4e9f-aea1-43312d88b98b,,,,,,,"{"kind":"flat","type":"Model Number","unit":null,"value":"RN-011-3-0-HABY-V0-21-000-A","category":null}",RN-011-3-0-HABY-V0-21-000-A,,,Model Number
fbf88327-2f4d-4d1f-8d6c-bf9dc3f49238,11a00680-fb35-4e9f-aea1-43312d88b98b,,,,,,,"{"kind":"flat","type":"Keyed Notes","unit":null,"value":null,"category":null}",,,,Keyed Notes
a8bcef86-4260-457d-86f3-ca51fc76b422,e5e3e434-6925-4434-b3d5-c9a53b67db9e,ab685915-020e-4475-9f80-8a2915e81d5c,Air Flow,,,,,"{"kind":"flat","type":"CFM","unit":null,"value":"13000","category":null}",13000,,,CFM
b5b7d882-f4d5-4fc0-a35c-af72508bf850,e5e3e434-6925-4434-b3d5-c9a53b67db9e,385a8abb-6167-4062-88c6-d7ffc22a5a39,External Static Pressure,,,55d4740f-1ada-4220-9d87-55fb1d417e14,inches of water gauge,"{"kind":"flat","type":"ESP","unit":"in. WG","value":"1.50","category":"Supply Fan"}",1.50,in. WG,Supply Fan,ESP
ede5b66f-b7dc-45dd-9d6f-c8c303400236,e5e3e434-6925-4434-b3d5-c9a53b67db9e,cb8c6b90-9701-476a-87e6-2e3c919b1050,Control Type,,,,,"{"kind":"flat","type":"Control Type","unit":null,"value":"DAT DSP-VAV","category":"Motor"}",DAT DSP-VAV,,Motor,Control Type
99af411c-1f03-4972-b128-0a3598a873ea,e5e3e434-6925-4434-b3d5-c9a53b67db9e,436ebb8d-e96c-4b05-9e52-601fe0335dea,CFM,,,,,"{"kind":"flat","type":"CFM","unit":null,"value":"11800","category":"Exhaust Fan"}",11800,,Exhaust Fan,CFM
af19645b-7a87-43a4-8e0e-e10a7fe7c02a,e5e3e434-6925-4434-b3d5-c9a53b67db9e,7d359b11-a93f-466b-a04d-688e6e3334cd,External Static Pressure in Water Column,,,55d4740f-1ada-4220-9d87-55fb1d417e14,inches of water gauge,"{"kind":"flat","type":"ESP","unit":"in. WG","value":"0.75","category":"Exhaust Fan"}",0.75,in. WG,Exhaust Fan,ESP
4eca708c-1795-413b-ab65-f0d89d8447d2,e5e3e434-6925-4434-b3d5-c9a53b67db9e,e20e886d-fb80-4bb8-b25f-374b29304f6b,Efficiency,,,b50e82be-8884-60bd-1cd7-4378e71c41d6,Percent,"{"kind":"flat","type":"Efficiency","unit":"%","value":"78.3","category":"Heat Exchanger (Summer)"}",78.3,%,Heat Exchanger (Summer),Efficiency
209cf8ca-ac6b-471e-99af-6d2c8fe22ace,e5e3e434-6925-4434-b3d5-c9a53b67db9e,2d2ae19d-c0d6-41f1-a2c0-2a2b97a70745,Heating Capacity,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Total Capacity","unit":"MBH","value":"328.4","category":"Cooling Coil - Direct Expansion"}",328.4,MBH,Cooling Coil - Direct Expansion,Total Capacity
db93e1a7-ccc8-4712-9402-24d34344e1d6,e5e3e434-6925-4434-b3d5-c9a53b67db9e,6b991434-66c8-4d7d-929d-ff34a7df9384,Refrigerant Type,,,,,"{"kind":"flat","type":"Refrigerant Type","unit":null,"value":"R-32","category":"Integrated Air Cooled Condensing Unit"}",R-32,,Integrated Air Cooled Condensing Unit,Refrigerant Type
7a0058ae-e9f5-43cf-9b19-1219ee03bdbc,e5e3e434-6925-4434-b3d5-c9a53b67db9e,83366f87-b79f-405b-9781-fa6362d82445,Input,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Input","unit":"MBH","value":"600","category":"Capacity"}",600,MBH,Capacity,Input
6d11335a-1297-464b-8ec5-9a702eaef5d6,e5e3e434-6925-4434-b3d5-c9a53b67db9e,29721d76-3701-443f-ad64-6c0e38fea762,Output,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Output","unit":"MBH","value":"486","category":"Capacity"}",486,MBH,Capacity,Output
edb64dbd-53f4-474e-86b8-21e103502d89,e5e3e434-6925-4434-b3d5-c9a53b67db9e,6134d6e9-682b-4087-bf93-0ec5fdc07f9f,Coil Type,,,,,"{"kind":"flat","type":"Heat Exchanger Type","unit":null,"value":"DIRECT","category":"Heating Section - Gas Fired (Natural Gas)"}",DIRECT,,Heating Section - Gas Fired (Natural Gas),Heat Exchanger Type
5a3e4b36-95a7-445f-8545-750806265511,e5e3e434-6925-4434-b3d5-c9a53b67db9e,ce1d6df2-55ae-4331-a614-f7446b0f8dcc,Filter Type,828c1e07-635d-480c-b0f7-bf107c53c118,MERV 13,,,"{"kind":"flat","type":"MERV","unit":null,"value":"13","category":"Outside Air Filters"}",13,,Outside Air Filters,MERV
3762ce8f-69a0-4584-a954-ad615b4ee31e,e5e3e434-6925-4434-b3d5-c9a53b67db9e,847790a6-c415-430a-80ca-1f6b3360fd8d,Area,,,,,"{"kind":"flat","type":"Area","unit":"SQ. FT.","value":"24.0","category":"Outside Air Filters"}",24.0,SQ. FT.,Outside Air Filters,Area
c2b4fc2d-40a8-4104-8a2c-b3fcfd459550,e5e3e434-6925-4434-b3d5-c9a53b67db9e,,,,,,,"{"kind":"flat","type":"Standard","unit":null,"value":"NO","category":"Curb"}",NO,,Curb,Standard
3a12b04b-fcb6-4931-941a-73ee1d9d6002,e5e3e434-6925-4434-b3d5-c9a53b67db9e,778e1224-58f6-4cb6-af6f-7227bc5c219a,Height,,,,,"{"kind":"flat","type":"Height","unit":null,"value":"18","category":"Curb"}",18,,Curb,Height
de62aa19-cf9f-4234-8aa4-f8e253e91f7d,e5e3e434-6925-4434-b3d5-c9a53b67db9e,2da9ea27-8c84-4868-809b-002ec08f6315,Weight,,,,,"{"kind":"flat","type":"Unit Weight w/ Curb","unit":"LBS.","value":"11600","category":"Curb"}",11600,LBS.,Curb,Unit Weight w/ Curb
0ab489e2-b13b-48eb-975d-a35bf04a54b8,e5e3e434-6925-4434-b3d5-c9a53b67db9e,f8c7b985-288e-4160-b9f9-f923877ec673,Voltage,,,,,"{"kind":"flat","type":"Volts","unit":null,"value":"480","category":"Electrical"}",480,,Electrical,Volts
2938e5db-fdb8-4269-a8a3-e362a47247b9,e5e3e434-6925-4434-b3d5-c9a53b67db9e,dc025f71-f7e9-4f8b-afe8-776f30a7acc7,Phase,,,,,"{"kind":"flat","type":"Phase","unit":null,"value":"3","category":"Electrical"}",3,,Electrical,Phase
cd6e198a-15a9-4570-98f5-2bb89ecb9ec7,e5e3e434-6925-4434-b3d5-c9a53b67db9e,60970593-c7d5-42e1-bba0-8f1fcf8cd3d9,Full Load Amperage,,,,,"{"kind":"flat","type":"FLA","unit":null,"value":"98","category":"Electrical"}",98,,Electrical,FLA
f2e12072-6580-47a4-9334-0bd6a7fd61ec,e5e3e434-6925-4434-b3d5-c9a53b67db9e,6ef56cbf-210c-46e4-9db6-99aa4e235f87,Minimum Circuit Ampacity,,,,,"{"kind":"flat","type":"MCA","unit":null,"value":"125","category":"Electrical"}",125,,Electrical,MCA
b3f45226-7cdd-49dd-9d28-1f13e4a82383,e5e3e434-6925-4434-b3d5-c9a53b67db9e,4e28ed9e-db76-4cf8-bd59-f6d522bf46e5,Maximum Overcurrent Protection,,,,,"{"kind":"flat","type":"MOP","unit":null,"value":"125","category":"Electrical"}",125,,Electrical,MOP
af3d93be-0a61-48d8-939a-74087cef7594,e5e3e434-6925-4434-b3d5-c9a53b67db9e,,,,,,,"{"kind":"flat","type":"Area/System Served","unit":null,"value":"CLASSROOM ADDITION","category":null}",CLASSROOM ADDITION,,,Area/System Served
e7bd4f4a-2a31-4503-a5cf-d6cddfeb0c16,e5e3e434-6925-4434-b3d5-c9a53b67db9e,,,,,a791359d-783e-49ff-9190-1b028e527495,Cubic Feet per Minute,"{"kind":"flat","type":"Max-Min","unit":"CFM","value":"5310","category":"Minimum Outside Airflow"}",5310,CFM,Minimum Outside Airflow,Max-Min
d47be109-f871-48c1-9614-e9a442d8650c,e5e3e434-6925-4434-b3d5-c9a53b67db9e,,,,,a791359d-783e-49ff-9190-1b028e527495,Cubic Feet per Minute,"{"kind":"flat","type":"Min-Min","unit":"CFM","value":"3070","category":"Minimum Outside Airflow"}",3070,CFM,Minimum Outside Airflow,Min-Min
2e20d18a-9560-4160-8032-f919eb748244,e5e3e434-6925-4434-b3d5-c9a53b67db9e,,,,,55d4740f-1ada-4220-9d87-55fb1d417e14,inches of water gauge,"{"kind":"flat","type":"TSP","unit":"in. WG","value":"3.95","category":"Supply Fan"}",3.95,in. WG,Supply Fan,TSP
be83c7fc-0495-4bb2-83da-a8df8c312371,e5e3e434-6925-4434-b3d5-c9a53b67db9e,,,,,,,"{"kind":"flat","type":"BHP","unit":null,"value":"13.78","category":"Motor"}",13.78,,Motor,BHP
bf96a429-13aa-4acd-b39a-0da55272c2ff,e5e3e434-6925-4434-b3d5-c9a53b67db9e,,,,,,,"{"kind":"flat","type":"HP","unit":null,"value":"20","category":"Motor"}",20,,Motor,HP
3137a4cd-93f6-4d2d-bfe8-0d18758a803a,e5e3e434-6925-4434-b3d5-c9a53b67db9e,,,,,55d4740f-1ada-4220-9d87-55fb1d417e14,inches of water gauge,"{"kind":"flat","type":"TSP","unit":"in. WG","value":"1.68","category":"Exhaust Fan"}",1.68,in. WG,Exhaust Fan,TSP
2afce230-a779-4ab9-9107-23bfd4d49567,e5e3e434-6925-4434-b3d5-c9a53b67db9e,,,,,,,"{"kind":"flat","type":"Control Type","unit":null,"value":"VFC","category":"Motor"}",VFC,,Motor,Control Type
84345eb9-5518-43c0-b0c3-c1162e5ffb10,e5e3e434-6925-4434-b3d5-c9a53b67db9e,,,,,,,"{"kind":"flat","type":"BHP","unit":null,"value":"2.71","category":"Motor"}",2.71,,Motor,BHP
16e8f600-83b9-47ab-918f-d2bb25dbbcac,e5e3e434-6925-4434-b3d5-c9a53b67db9e,,,,,,,"{"kind":"flat","type":"HP","unit":null,"value":"6","category":"Motor"}",6,,Motor,HP
656648da-8224-4093-9a28-a1dc1edc8831,e5e3e434-6925-4434-b3d5-c9a53b67db9e,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"E.A.T.","unit":"°F","value":"91.0","category":"Supply Side"}",91.0,°F,Supply Side,E.A.T.
c1662aed-091e-4b03-8eb6-5222a2b25360,e5e3e434-6925-4434-b3d5-c9a53b67db9e,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"L.A.T.","unit":"°F","value":"80.3","category":"Supply Side"}",80.3,°F,Supply Side,L.A.T.
1f04ab40-d4d5-40db-a8a4-9413e1a9e34a,e5e3e434-6925-4434-b3d5-c9a53b67db9e,,,,,,,"{"kind":"flat","type":"A.P.D.","unit":"IN. WG.","value":"0.63","category":"Supply Side"}",0.63,IN. WG.,Supply Side,A.P.D.
b9a2dd1d-76d3-4468-991a-50068af58b2b,e5e3e434-6925-4434-b3d5-c9a53b67db9e,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"E.A.T.","unit":"°F","value":"75.0","category":"Exhaust Side"}",75.0,°F,Exhaust Side,E.A.T.
9f402a90-4ff4-43bb-9990-5be76107311c,e5e3e434-6925-4434-b3d5-c9a53b67db9e,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"L.A.T.","unit":"°F","value":"88.7","category":"Exhaust Side"}",88.7,°F,Exhaust Side,L.A.T.
72ea1cb4-9c20-4b28-bf02-249688fd563a,e5e3e434-6925-4434-b3d5-c9a53b67db9e,,,,,,,"{"kind":"flat","type":"A.P.D.","unit":"IN. WG.","value":"0.63","category":"Exhaust Side"}",0.63,IN. WG.,Exhaust Side,A.P.D.
914acf4a-8e5c-40e3-b5f3-91f1b7540744,e5e3e434-6925-4434-b3d5-c9a53b67db9e,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"E.A.T.","unit":"°F","value":"-10.0","category":"Supply Side"}",-10.0,°F,Supply Side,E.A.T.
382d2e02-0aff-40da-b146-9047c07beea6,e5e3e434-6925-4434-b3d5-c9a53b67db9e,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"L.A.T.","unit":"°F","value":"40.4","category":"Supply Side"}",40.4,°F,Supply Side,L.A.T.
908c8128-0f30-4d5d-9533-5a3fc3607688,e5e3e434-6925-4434-b3d5-c9a53b67db9e,,,,,,,"{"kind":"flat","type":"A.P.D.","unit":"IN. WG.","value":"0.63","category":"Supply Side"}",0.63,IN. WG.,Supply Side,A.P.D.
939931fd-27e6-4d47-a23e-0479f1bc8728,e5e3e434-6925-4434-b3d5-c9a53b67db9e,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"E.A.T.","unit":"°F","value":"70.0","category":"Exhaust Side"}",70.0,°F,Exhaust Side,E.A.T.
005bec85-1090-40ba-9760-ef176e8b4ead,e5e3e434-6925-4434-b3d5-c9a53b67db9e,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"L.A.T.","unit":"°F","value":"1.6","category":"Exhaust Side"}",1.6,°F,Exhaust Side,L.A.T.
084f2e78-17b4-4381-a870-4762111ab4ac,e5e3e434-6925-4434-b3d5-c9a53b67db9e,,,,,,,"{"kind":"flat","type":"A.P.D.","unit":"IN. WG.","value":"0.63","category":"Exhaust Side"}",0.63,IN. WG.,Exhaust Side,A.P.D.
71dbbe6a-b5cc-4c86-a696-ca6bc2c5e3f9,e5e3e434-6925-4434-b3d5-c9a53b67db9e,,,,,b50e82be-8884-60bd-1cd7-4378e71c41d6,Percent,"{"kind":"flat","type":"Efficiency","unit":"%","value":"83.2","category":"Heat Exchanger (Winter)"}",83.2,%,Heat Exchanger (Winter),Efficiency
5ffe9806-b610-46e6-96b8-6238365a4e9c,e5e3e434-6925-4434-b3d5-c9a53b67db9e,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"E.A.T.","unit":"°F","value":"77.2","category":"Cooling Coil - Direct Expansion"}",77.2,°F,Cooling Coil - Direct Expansion,E.A.T.
91d3c411-87b4-45f6-9d4a-8b7a9396e585,e5e3e434-6925-4434-b3d5-c9a53b67db9e,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"L.A.T.","unit":"°F","value":"55.8","category":"Cooling Coil - Direct Expansion"}",55.8,°F,Cooling Coil - Direct Expansion,L.A.T.
c3f4a82c-c156-476c-a548-d57277ff5fd0,e5e3e434-6925-4434-b3d5-c9a53b67db9e,,,,,,,"{"kind":"flat","type":"A.P.D.","unit":"IN. WG.","value":"0.41","category":"Cooling Coil - Direct Expansion"}",0.41,IN. WG.,Cooling Coil - Direct Expansion,A.P.D.
f4e9aa61-132b-4795-8396-4e8c1f23619d,e5e3e434-6925-4434-b3d5-c9a53b67db9e,,,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Total Capacity","unit":"MBH","value":"195.5","category":"Hot Gas Reheat Coil - Direct Expansion"}",195.5,MBH,Hot Gas Reheat Coil - Direct Expansion,Total Capacity
